INCOME,INCOME,SAVING,SAVINGS,DEBT,DEBT,CREDIT_SCORE,MAX,AVG,MIN,INCOMEMAIN,SAVINGMAIN,DEBTMAIN,CREDITS
0.076889384,50908,0.198138786,576953,0.002843036,16969,642,,,,-0.10678547,0.056240078,-0.129636171,0.110576
0.131582525,87120,0.026927091,78408,0.064223891,383328,634,,,,-0.05209233,-0.114971617,-0.068255316,0.094576
0,0,0.003748459,10915,0.000438962,2620,614,,,,-0.183674854,-0.138150248,-0.132040245,0.054576
0.006793597,4498,0.001544716,4498,0,0,585,,,,-0.176881257,-0.140353992,-0.132479207,-0.003424
0.051698097,34229,0.070530104,205374,0.002293998,13692,610,,,,-0.131976757,-0.071368604,-0.130185209,0.046576
0.013467876,8917,0.000340332,991,0.001327945,7926,594,,,,-0.170206978,-0.141558376,-0.131151262,0.014576
0.449356134,297516,0.127717204,371895,0.394619694,2355335,570,,,,0.265681279,-0.014181504,0.262140487,-0.033424
0.038699943,25623,0.006844072,19929,0.101599867,606411,435,,,,-0.144974911,-0.135054636,-0.03087934,-0.303424
0.418547819,277118,0.483774477,1408685,0.665485489,3972030,509,,,,0.234872965,0.341875769,0.533006282,-0.155424
0.506458297,335323,0.345472984,1005970,0.440805077,2630998,524,,,,0.322783443,0.203574276,0.30832587,-0.125424
0.691234175,457662,0.592416264,1725035,0.230034246,1372987,531,,,,0.507559321,0.450517556,0.097555039,-0.111424
0.117622271,77877,0.162899147,474340,0.222996941,1330984,479,,,,-0.066052583,0.02100044,0.090517734,-0.215424
0.397623298,263264,0.241095821,702038,0.110270213,658161,582,,,,0.213948444,0.099197113,-0.022208994,-0.009424
0.113199938,74949,0.041182569,119918,0.018835845,112424,636,,,,-0.070474916,-0.100716138,-0.113643362,0.098576
0.025374041,16800,0.001648429,4800,0,0,639,,,,-0.158300814,-0.140250279,-0.132479207,0.104576
0.017704435,11722,0.001789233,5210,0.050628118,302180,385,,,,-0.16597042,-0.140109475,-0.081851089,-0.403424
0.481227741,318618,0.195393808,568960,0.327918681,1957222,640,,,,0.297552887,0.0534951,0.195439474,0.106576
0.173928475,115157,0.332199351,967319,0.071386853,426081,612,,,,-0.009746379,0.190300644,-0.061092354,0.050576
0.040053225,26519,0.076500852,222760,0.00755317,45082,668,,,,-0.143621629,-0.065397856,-0.124926037,0.162576
0,0,0.000363685,1059,0.000197198,1177,591,,,,-0.183674854,-0.141535023,-0.132282009,0.008576
0.134977813,89368,0.041851557,121866,0.051725022,308727,609,,,,-0.048697042,-0.100047151,-0.080754185,0.044576
0.4006123,265243,0.234232174,682052,0.333296474,1989320,552,,,,0.216937445,0.092333466,0.200817267,-0.069424
0.32685087,216406,0.210569316,613149,0.280993429,1677143,625,,,,0.143176016,0.068670608,0.148514222,0.076576
0.351989295,233050,0.193416723,563203,0.218005837,1301194,562,,,,0.16831444,0.051518015,0.08552663,-0.049424
0.056123451,37159,0.205598958,598676,0.004150541,24773,633,,,,-0.127551404,0.063700251,-0.128328666,0.092576
0.124104734,82169,0.228314656,664821,0.018772849,112048,665,,,,-0.05957012,0.086415948,-0.113706358,0.156576
0.219222648,145146,0.089723658,261263,0.128886409,769274,581,,,,0.035547794,-0.05217505,-0.003592798,-0.011424
0.013661202,9045,0.002588721,7538,0,0,615,,,,-0.170013652,-0.139309987,-0.132479207,0.056576
0.429692763,284497,0.132596554,386103,0.360895316,2154047,583,,,,0.246017908,-0.009302154,0.228416109,-0.007424
0.082086532,54349,0.026130694,76089,0.049171333,293485,578,,,,-0.101588323,-0.115768014,-0.083307874,-0.017424
0.14781889,97870,0.053777599,156593,0.144298012,861260,560,,,,-0.035855965,-0.088121109,0.011818805,-0.053424
0.255959124,169469,0.189148322,550774,0.123037654,734365,636,,,,0.072284269,0.047249614,-0.009441553,0.098576
0.106756745,70683,0.038838709,113093,0.055659432,332210,591,,,,-0.07691811,-0.103059999,-0.076819775,0.008576
0.041101415,27213,0.122426776,356490,0.004103461,24492,615,,,,-0.14257344,-0.019471932,-0.128375746,0.056576
0.147451872,97627,0.016763838,48814,0.143939135,859118,550,,,,-0.036222982,-0.12513487,0.011459928,-0.073424
0.084412485,55889,0.147790263,430345,0.000936397,5589,632,,,,-0.099262369,0.005891556,-0.13154281,0.090576
0.068357363,45259,0.156984034,457116,0.009857723,58837,646,,,,-0.115317491,0.015085326,-0.122621485,0.118576
0.298561836,197676,0.104092466,303103,0.134684734,803882,643,,,,0.114886981,-0.037806242,0.002205527,0.112576
0.073306811,48536,0.096676595,281509,0.016263726,97072,614,,,,-0.110368043,-0.045222113,-0.116215481,0.054576
0.521620797,345362,0.177907752,518043,0.56623005,3379612,560,,,,0.337945943,0.036009044,0.433750843,-0.053424
0.207317994,137264,0.290694995,846464,0.329633316,1967456,506,,,,0.02364314,0.148796287,0.197154108,-0.161424
0.289100943,191412,0.158860152,462579,0.133623853,797550,617,,,,0.105426089,0.016961445,0.001144646,0.060576
0.53070561,351377,0.291621206,849161,0.794754399,4743587,510,,,,0.347030755,0.149722498,0.662275192,-0.153424
0.051492688,34093,0.098989547,288244,0.009866435,58889,619,,,,-0.132182166,-0.042909161,-0.122612772,0.064576
0.144746818,95836,0.047872445,139398,0.045250661,270084,587,,,,-0.038928036,-0.094026263,-0.087228546,0.000576
0.211904956,140301,0.254052818,739767,0.380375866,2270319,483,,,,0.028230102,0.11215411,0.247896659,-0.207424
0.087347114,57832,0.029791237,86748,0.073638965,439523,537,,,,-0.09632774,-0.112107471,-0.058840242,-0.099424
0.487057729,322478,0.34230697,996751,0.461701867,2755723,562,,,,0.303382875,0.200408262,0.32922266,-0.049424
0.626352149,414704,0.155366169,452405,0.132645067,791708,577,,,,0.442677295,0.013467462,0.00016586,-0.019424
0.242607545,160629,0.075222976,219039,0.083183047,496488,622,,,,0.058932691,-0.066675732,-0.04929616,0.070576
0.100713796,66682,0.229001158,666820,0.009140806,54558,613,,,,-0.082961058,0.087102451,-0.123338401,0.052576
0.066742789,44190,0.086916864,253090,0.006730702,40173,613,,,,-0.116932066,-0.054981844,-0.125748506,0.052576
0.011459098,7587,0.001042288,3035,0,0,691,,,,-0.172215756,-0.14085642,-0.132479207,0.208576
0.228508339,151294,0.093523974,272329,0.192646541,1149834,523,,,,0.044833484,-0.048374734,0.060167334,-0.127424
0.428469371,283687,0.307262395,894706,0.321740201,1920345,629,,,,0.244794517,0.165363687,0.189260994,0.084576
0.304675771,201724,0.055421563,161380,0.054075984,322759,661,,,,0.121000917,-0.086477144,-0.078403223,0.148576
0.069003797,45687,0.006276051,18275,0.043630856,260416,601,,,,-0.114671057,-0.135622657,-0.088848351,0.028576
0.042913846,28413,0.07123103,207415,0.005236386,31254,632,,,,-0.140761008,-0.070667678,-0.127242821,0.090576
0.110943461,73455,0.209376609,609676,0.004922746,29382,632,,,,-0.072731393,0.067477901,-0.127556461,0.090576
0.247327419,163754,0.204497258,595468,0.129696312,774108,621,,,,0.063652564,0.06259855,-0.002782895,0.068576
0.043253677,28638,0.003278314,9546,0.119419229,712768,433,,,,-0.140421177,-0.138620394,-0.013059978,-0.307424
0.282923573,187322,0.096495955,280983,0.163199198,974074,614,,,,0.099248718,-0.045402753,0.030719991,0.054576
0.063845919,42272,0.101619822,295903,0.007726242,46115,644,,,,-0.119828935,-0.040278886,-0.124752966,0.114576
0.117182757,77586,0.037302579,108620,0.002599763,15517,667,,,,-0.066492098,-0.104596129,-0.129879444,0.160576
0.624328268,413364,0.524154467,1526266,0.362262969,2162210,738,,,,0.440653413,0.38225576,0.229783762,0.302576
0.404274922,267668,0.704746068,2052124,0.582997242,3479689,489,,,,0.220600067,0.56284736,0.450518035,-0.195424
0.16907569,111944,0.030755224,89555,0.075021697,447776,613,,,,-0.014599164,-0.111143483,-0.05745751,0.052576
0,0,0.003428733,9984,0.005910411,35277,585,,,,-0.183674854,-0.138469975,-0.126568796,-0.003424
0,0,0.020035283,58340,0.022969966,137099,523,,,,-0.183674854,-0.121863425,-0.109509241,-0.127424
0.012241464,8105,0.001265169,3684,0.020368527,121572,500,,,,-0.17143339,-0.140633538,-0.11211068,-0.173424
0.005902485,3908,0.000838638,2442,0,0,692,,,,-0.177772369,-0.141060069,-0.132479207,0.210576
0.361110356,239089,0.694192,2021392,0.38965255,2325688,575,,,,0.177435502,0.552293292,0.257173342,-0.023424
0.047505339,31453,0.062649582,182427,0.004215715,25162,608,,,,-0.136169515,-0.079249126,-0.128263492,0.042576
0.265359602,175693,0.076792418,223609,0.152532746,910410,605,,,,0.081684747,-0.06510629,0.020053539,0.036576
0.087141705,57696,0.279600723,814159,0.011814791,70518,625,,,,-0.096533149,0.137702015,-0.120664416,0.076576
0.043252167,28637,0.123479367,359555,0.00852961,50910,641,,,,-0.140422688,-0.018419341,-0.123949597,0.108576
0.051602945,34166,0.156054045,454408,0.005151777,30749,633,,,,-0.13207191,0.014155337,-0.12732743,0.092576
0.165260522,109418,0.142791059,415788,0.252984442,1509968,532,,,,-0.018414332,0.000892351,0.120505235,-0.109424
0.097739898,64713,0.208096672,605949,0.00985655,58830,616,,,,-0.085934956,0.066197964,-0.122622657,0.058576
0.355127822,235128,0.605612283,1763460,0.346667404,2069126,522,,,,0.171452967,0.463713575,0.214188197,-0.129424
0.020938115,13863,0.000528871,1540,0.007741991,46209,609,,,,-0.16273674,-0.141369837,-0.124737216,0.044576
0.032611684,21592,0.00404449,11777,0.035846812,213956,550,,,,-0.151063171,-0.137854218,-0.096632395,-0.073424
0.462482669,306207,0.150226161,437438,0.406757508,2427781,593,,,,0.278807814,0.008327453,0.274278301,0.012576
0.076393986,50580,0.004737517,13795,0.056238963,335669,538,,,,-0.107280868,-0.137161191,-0.076240244,-0.097424
0.016012832,10602,0.001820484,5301,0,0,667,,,,-0.167662022,-0.140078224,-0.132479207,0.160576
0.011644872,7710,0.001059116,3084,0,0,581,,,,-0.172029982,-0.140839592,-0.132479207,-0.011424
0.024664172,16330,0.067295405,195955,0.001216026,7258,621,,,,-0.159010683,-0.074603303,-0.131263181,0.068576
0.457075581,302627,0.089081801,259394,0.34767752,2075155,630,,,,0.273400727,-0.052816907,0.215198313,0.086576
0,0,0.011441816,33317,0.005243758,31298,533,,,,-0.183674854,-0.130456892,-0.127235449,-0.107424
0.156313152,103494,0.216483399,630370,0.01891593,112902,625,,,,-0.027361702,0.074584691,-0.113563277,0.076576
0.207606473,137455,0.13487173,392728,0.126662612,756001,567,,,,0.023931618,-0.007026978,-0.005816595,-0.039424
0.445817361,295173,0.265118929,771990,0.327158037,1952682,538,,,,0.262142507,0.123220221,0.194678829,-0.097424
0.009897386,6553,0.001500071,4368,0,0,621,,,,-0.173777468,-0.140398637,-0.132479207,0.068576
0.300957266,199262,0.209854997,611069,0.048964417,292250,635,,,,0.117282412,0.067956289,-0.08351479,0.096576
0.494736397,327562,0.241054953,701919,0.364564841,2175949,663,,,,0.311061543,0.099156246,0.232085634,0.152576
0.033397071,22112,0.006075148,17690,0.092988161,555011,389,,,,-0.150277784,-0.135823559,-0.039491046,-0.395424
0.122206212,80912,0.030565655,89003,0.086759921,517837,555,,,,-0.061468642,-0.111333053,-0.045719286,-0.063424
0.232643703,154032,0.206783424,602125,0.171264379,1022212,567,,,,0.048968849,0.064884716,0.038785172,-0.039424
0.070710503,46817,0.210801126,613824,0.005229182,31211,639,,,,-0.112964351,0.068902418,-0.127250025,0.104576
0,0,0.003234355,9418,0.006462298,38571,499,,,,-0.183674854,-0.138664352,-0.126016909,-0.175424
0.351445565,232690,0.062787295,182828,0.261760005,1562346,577,,,,0.167770711,-0.079111413,0.129280798,-0.019424
0.042164708,27917,0.008715726,25379,0.035292245,210646,572,,,,-0.141510147,-0.133182982,-0.097186962,-0.029424
0.198091208,131155,0.038606899,112418,0.06121348,365360,616,,,,0.014416353,-0.103291809,-0.071265727,0.058576
0.286767438,189867,0.223558251,650971,0.136332016,813714,622,,,,0.103092584,0.081659543,0.003852809,0.070576
0.335532417,222154,0.325977905,949203,0.12181191,727049,657,,,,0.151857563,0.184079197,-0.010667297,0.140576
0.110333276,73051,0.173102924,504052,0.200722445,1198036,498,,,,-0.073341578,0.031204216,0.068243238,-0.177424
0.101242422,67032,0.113008407,329065,0.171523401,1023758,528,,,,-0.082432433,-0.0288903,0.039044194,-0.117424
0.148655629,98424,0.276552846,805284,0.05996428,357904,609,,,,-0.035019225,0.134654138,-0.072514927,0.044576
0,0,0.008345516,24301,0.013813913,82450,588,,,,-0.183674854,-0.133553192,-0.118665294,0.002576
0.484816355,320994,0.264568079,770386,0.261730685,1562171,573,,,,0.301141501,0.122669371,0.129251478,-0.027424
0.130656674,86507,0.005941557,17301,0.102904859,614200,568,,,,-0.05301818,-0.135957151,-0.029574348,-0.037424
0.432789,286547,0.223651319,651242,0.41462214,2474722,585,,,,0.249114145,0.081752611,0.282142933,-0.003424
0.122123143,80857,0.078676435,229095,0.042899029,256048,650,,,,-0.061551712,-0.063222273,-0.089580179,0.126576
0.300492075,198954,0.11387555,331590,0.1066667,636653,650,,,,0.116817221,-0.028023158,-0.025812507,0.126576
0.473854166,313736,0.240351967,699872,0.513511331,3064954,545,,,,0.290179311,0.098453259,0.381032124,-0.083424
0.009273608,6140,0.001874401,5458,0.02331678,139169,415,,,,-0.174401247,-0.140024306,-0.109162427,-0.343424
0.503383205,333287,0.489049107,1424044,0.279199212,1666434,688,,,,0.319708351,0.347150399,0.146720005,0.202576
0.304994457,201935,0.161814275,471181,0.270661895,1615478,622,,,,0.121319603,0.019915567,0.138182688,0.070576
0.212338429,140588,0.263350989,766842,0.364023677,2172719,521,,,,0.028663575,0.121452281,0.23154447,-0.131424
0.382086229,252977,0.148933861,433675,0.112016345,668583,663,,,,0.198411375,0.007035153,-0.020462862,0.152576
0.080130616,53054,0.102694392,299032,0,0,604,,,,-0.103544238,-0.039204316,-0.132479207,0.034576
0.221402097,146589,0.169332486,493073,0.229970915,1372609,546,,,,0.037727243,0.027433778,0.097491707,-0.081424
0.288501331,191015,0.345885091,1007170,0.03200321,191015,686,,,,0.104826476,0.203986384,-0.100475997,0.198576
0.191785456,126980,0.079286697,230872,0.021274599,126980,653,,,,0.008110602,-0.062612011,-0.111204608,0.132576
0.438433213,290284,0.182765123,532187,0.133746159,798280,617,,,,0.254758359,0.040866415,0.001266952,0.060576
0.203572302,134784,0.124621248,362880,0.184131005,1099008,558,,,,0.019897448,-0.01727746,0.051651798,-0.057424
0.474902355,314430,0.152974917,445442,0.118531252,707468,691,,,,0.291227501,0.011076209,-0.013947955,0.208576
0.127208523,84224,0.011569912,33690,0.122766904,732749,561,,,,-0.056466331,-0.130328795,-0.009712303,-0.051424
0.240382786,159156,0.306083768,891274,0.226656413,1352826,533,,,,0.056707931,0.164185061,0.094177206,-0.107424
0.207688032,137509,0.07083575,206264,0.034558072,206264,639,,,,0.024013178,-0.071062958,-0.097921135,0.104576
0.07019396,46475,0.225044241,655298,0.014015803,83655,650,,,,-0.113480894,0.083145534,-0.118463404,0.126576
0.123595743,81832,0.401872616,1170198,0.012339368,73649,657,,,,-0.060079111,0.259973908,-0.120139839,0.140576
0.068168568,45134,0.217000594,631876,0.013611354,81241,642,,,,-0.115506286,0.075101886,-0.118867853,0.110576
0.186497688,123479,0.156574331,455923,0.08752643,522412,609,,,,0.002822833,0.014675623,-0.044952777,0.044576
0.059760397,39567,0.003397138,9892,0.098609394,588562,483,,,,-0.123914458,-0.13850157,-0.033869813,-0.207424
0.062311394,41256,0.206856573,602338,0.002764793,16502,652,,,,-0.12136346,0.064957865,-0.129714414,0.130576
0.155831347,103175,0.04133814,120371,0.187267241,1117727,533,,,,-0.027843507,-0.100560568,0.054788034,-0.107424
0,0,0.014984221,43632,0.01918936,114534,480,,,,-0.183674854,-0.126914486,-0.113289847,-0.213424
0.280425438,185668,0.330405998,962097,0.277138099,1654132,549,,,,0.096750584,0.18850729,0.144658892,-0.075424
0.282259015,186882,0.106965884,311470,0.511409002,3052406,512,,,,0.09858416,-0.034932824,0.378929795,-0.149424
0.097980045,64872,0.028962214,84334,0.064126213,382745,609,,,,-0.085694809,-0.112936494,-0.068352994,0.044576
0.42232976,279622,0.349195,1016808,0.383307699,2287818,566,,,,0.238654905,0.207296292,0.250828492,-0.041424
0.206931342,137008,0.299420337,871871,0.327627157,1955482,512,,,,0.023256488,0.157521629,0.19514795,-0.149424
0.040018487,26496,0.073704704,214618,0.002663597,15898,629,,,,-0.143656368,-0.068194004,-0.12981561,0.084576
0.01898522,12570,0.040027639,116555,0.002680352,15998,600,,,,-0.164689635,-0.101871069,-0.129798856,0.026576
0.052143653,34524,0.129102228,375928,0.012853893,76720,615,,,,-0.131531201,-0.01279648,-0.119625315,0.056576
0.022172078,14680,0.006301807,18350,0.084853785,506460,330,,,,-0.161502776,-0.1355969,-0.047625422,-0.513424
0.474006712,313837,0.116069334,337978,0.501543238,2993521,494,,,,0.290331858,-0.025829373,0.369064031,-0.185424
0.055442279,36708,0.13294032,387104,0.006150165,36708,588,,,,-0.128232576,-0.008958387,-0.126329042,0.002576
0.052217661,34573,0.14722705,428705,0.006371657,38030,602,,,,-0.131457193,0.005328342,-0.12610755,0.030576
0.081361559,53869,0.084090495,244860,0.003281998,19589,677,,,,-0.102313295,-0.057808213,-0.129197209,0.180576
0.075031642,49678,0.032414987,94388,0.010820089,64581,618,,,,-0.108643212,-0.109483721,-0.121659118,0.062576
0.572562204,379090,0.269055927,783454,0.139730624,833999,557,,,,0.38888735,0.12715722,0.007251417,-0.059424
0.339460862,224755,0.373065972,1086317,0.47697776,2846899,503,,,,0.155786008,0.231167264,0.344498553,-0.167424
0.13084849,86634,0.067618222,196895,0.035627498,212647,635,,,,-0.052826365,-0.074280485,-0.096851709,0.096576
0.19305869,127823,0.226802566,660418,0.278405394,1661696,561,,,,0.009383835,0.084903858,0.145926186,-0.051424
0.185772715,122999,0.07180901,209098,0.121584889,725694,573,,,,0.002097861,-0.070089698,-0.010894318,-0.027424
0.412847723,273344,0.317723052,925166,0.489675,2922684,506,,,,0.229172868,0.175824344,0.357195793,-0.161424
0.295696684,195779,0.105654696,307652,0.246010133,1468341,575,,,,0.112021829,-0.036244012,0.113530926,-0.023424
0.452079312,299319,0.233620194,680270,0.337364248,2013599,624,,,,0.268404458,0.091721487,0.204885041,0.074576
0.68730724,455062,0.20837141,606749,0.864079972,5157365,575,,,,0.503632386,0.066472703,0.731600764,-0.023424
0.235178086,155710,0.173791143,506056,0.232618428,1388411,590,,,,0.051503232,0.031892436,0.100139221,0.006576
0.199862859,132328,0.263577648,767502,0.279349833,1667333,526,,,,0.016188005,0.12167894,0.146870626,-0.121424
0.080909961,53570,0.167414126,487487,0.012565384,74998,613,,,,-0.102764893,0.025515418,-0.119913823,0.052576
0.127335393,84308,0.052642587,153288,0.159230442,950386,520,,,,-0.056339461,-0.089256121,0.026751235,-0.133424
0.024301685,16090,0.003069856,8939,0.024262225,144812,570,,,,-0.159373169,-0.138828852,-0.108216982,-0.033424
0.033452954,22149,0.003380654,9844,0.103905425,620172,396,,,,-0.150221901,-0.138518054,-0.028573782,-0.381424
0.066449779,43996,0.024174901,70394,0.03906749,233179,609,,,,-0.117225075,-0.117723807,-0.093411717,0.044576
0.202368546,133987,0.126539264,368465,0.331116908,1976311,505,,,,0.018693692,-0.015359444,0.198637701,-0.163424
0.009861138,6529,0,0,0,0,656,,,,-0.173813717,-0.141898708,-0.132479207,0.138576
0.280886098,185973,0.370430546,1078643,0.018695109,111584,676,,,,0.097211243,0.228531838,-0.113784098,0.178576
0.514277429,340500,0.146169308,425625,0.128358817,766125,710,,,,0.330602575,0.0042706,-0.00412039,0.246576
0.219148641,145097,0.063419192,184668,0.088399664,527624,602,,,,0.035473786,-0.078479515,-0.044079544,0.030576
0.012239954,8104,0.001546089,4502,0.011464962,68430,565,,,,-0.1714349,-0.140352619,-0.121014245,-0.043424
0.091372222,60497,0.170825688,497421,0.016893017,100828,652,,,,-0.092302632,0.02892698,-0.11558619,0.130576
0.389156223,257658,0.265456857,772974,0.352544977,2104207,578,,,,0.205481368,0.123558149,0.22006577,-0.017424
0.059423586,39344,0.01201018,34972,0.160398551,957358,371,,,,-0.124251268,-0.129888527,0.027919344,-0.431424
0.113551852,75182,0.056332664,164033,0.035498323,211876,598,,,,-0.070123002,-0.085566044,-0.096980884,0.022576
0.295074415,195367,0.603841252,1758303,0.163661784,976835,615,,,,0.111399561,0.461942544,0.031182577,0.056576
0.088049431,58297,0.249142559,725469,0.008681906,51819,639,,,,-0.095625423,0.107243851,-0.123797301,0.104576
0.037230363,24650,0.099891375,290870,0.004542926,27115,601,,,,-0.146444491,-0.042007332,-0.127936281,0.028576
0.201771954,133592,0.029195398,85013,0.11394644,680103,610,,,,0.0180971,-0.11270331,-0.018532767,0.046576
0.064765728,42881,0.198137069,576948,0.005224993,31186,662,,,,-0.118909126,0.056238361,-0.127254214,0.150576
0.027568593,18253,0,0,0.00951426,56787,575,,,,-0.156106261,-0.141898708,-0.122964948,-0.023424
0.06409966,42440,0.123886323,360740,0.005688417,33952,603,,,,-0.119575195,-0.018012385,-0.12679079,0.032576
0.322349999,213426,0.18323836,533565,0.19964883,1191628,600,,,,0.138675144,0.041339652,0.067169623,0.026576
0.222398934,147249,0.064360171,187408,0.233249059,1392175,543,,,,0.03872408,-0.077538537,0.100769852,-0.087424
0.534744311,354051,0.271237349,789806,0.661632337,3949032,568,,,,0.351069457,0.129338641,0.52915313,-0.037424
0.345002371,228424,0.11505452,335023,0.170943367,1020296,625,,,,0.161327517,-0.026844188,0.03846416,0.076576
0.015321087,10144,0.040759129,118685,0.001699555,10144,693,,,,-0.168353767,-0.101139579,-0.130779652,0.212576
0.167355391,110805,0.045663549,132966,0.08725367,520784,586,,,,-0.016319464,-0.096235158,-0.045225537,-0.001424
0.016015853,10604,0.001820827,5302,0,0,660,,,,-0.167659002,-0.14007788,-0.132479207,0.146576
0.464205989,307348,0.120628615,351254,0.312641616,1866039,613,,,,0.280531135,-0.021270093,0.180162409,0.052576
0.269115866,178180,0.261452891,761315,0.214397633,1279658,598,,,,0.085441011,0.119554183,0.081918426,0.022576
0.088179322,58383,0.056504032,164532,0.081809531,488290,584,,,,-0.095495532,-0.085394676,-0.050669677,-0.005424
0.16882195,111776,0.349316572,1017162,0.058054626,346506,595,,,,-0.014852905,0.207417864,-0.074424581,0.016576
0.236407519,156524,0.144721781,421410,0.114984201,686297,584,,,,0.052732665,0.002823073,-0.017495006,-0.005424
0.167607621,110972,0.273702437,796984,0.13014851,776807,558,,,,-0.016067234,0.131803729,-0.002330697,-0.057424
0.059346558,39293,0.004498151,13098,0.103869571,619958,519,,,,-0.124328296,-0.137400557,-0.028609636,-0.135424
0.226102336,149701,0.028042185,81655,0.025081342,149701,617,,,,0.042427482,-0.113856523,-0.107397865,0.060576
0,0,0.011332951,33000,0.006911145,41250,586,,,,-0.183674854,-0.130565757,-0.125568062,-0.001424
0.136208756,90183,0.03716521,108220,0.102744688,613244,560,,,,-0.047466098,-0.104733498,-0.029734519,-0.053424
0.012212767,8086,0.000694057,2021,0,0,701,,,,-0.171462087,-0.14120465,-0.132479207,0.228576
0.187991433,124468,0.131289144,382296,0.034259846,204484,653,,,,0.004316579,-0.010609564,-0.098219361,0.132576
0.203807919,134940,0.069512199,202410,0.070085547,418314,574,,,,0.020133064,-0.072386509,-0.06239366,-0.025424
0.01978571,13100,0.002999454,8734,0.031459868,187772,453,,,,-0.163889144,-0.138899254,-0.101019339,-0.267424
0.007157594,4739,0.00065113,1896,0,0,597,,,,-0.17651726,-0.141247578,-0.132479207,0.020576
0.074883627,49580,0.01362152,39664,0.051502022,307396,583,,,,-0.108791228,-0.128277188,-0.080977185,-0.007424
0.400393298,265098,0.371749632,1082484,0.410841367,2452156,622,,,,0.216718443,0.229850925,0.27836216,0.070576
0.430263679,284875,0.320178868,932317,0.251660685,1502067,648,,,,0.246588824,0.178280161,0.119181478,0.122576
0.243418608,161166,0.166044213,483498,0.065255285,389484,628,,,,0.059743754,0.024145505,-0.067223922,0.082576
0.239301368,158440,0.159608814,464759,0.251298123,1499903,557,,,,0.055626514,0.017710106,0.118818915,-0.059424
0.42972448,284518,0.279171101,812908,0.323467736,1930656,573,,,,0.246049626,0.137272393,0.190988529,-0.027424
0.431958302,285997,0.332430132,967991,0.265385634,1583986,615,,,,0.248283448,0.190531424,0.132906426,0.056576
0.206529586,136742,0.0866957,252446,0.09692743,578523,613,,,,0.022854732,-0.055203008,-0.035551777,0.052576
0.169676813,112342,0.27708,806819,0.140310155,837458,596,,,,-0.013998041,0.135181292,0.007830948,0.018576
0.055711123,36886,0.066792634,194491,0.004494506,26826,593,,,,-0.127963732,-0.075106074,-0.127984701,0.012576
0.378092839,250333,0.465671634,1355972,0.370483797,2211277,548,,,,0.194417984,0.323772926,0.23800459,-0.077424
0.347372125,229993,0.164045836,477679,0.094852411,566138,621,,,,0.163697271,0.022147128,-0.037626796,0.068576
0.239163925,158349,0.311453526,906910,0.031353981,187140,635,,,,0.055489071,0.169554819,-0.101125226,0.096576
0.044871272,29709,0.069378607,202021,0.006968613,41593,642,,,,-0.138803582,-0.0725201,-0.125510595,0.110576
0,0,0.021284655,61978,0.00259591,15494,593,,,,-0.183674854,-0.120614053,-0.129883297,0.012576
0.641905832,425002,0.316236375,920837,0.599317263,3577097,475,,,,0.458230978,0.174337667,0.466838056,-0.223424
0.426008996,282058,0.49313103,1435930,0.429606844,2564160,557,,,,0.242334141,0.351232322,0.297127637,-0.059424
0.019969974,13222,0.046232944,134624,0.00060416,3606,600,,,,-0.16370488,-0.095665763,-0.131875047,0.026576
0.104454957,69159,0.030876109,89907,0.030126394,179813,616,,,,-0.079219898,-0.111022599,-0.102352813,0.058576
0.478362589,316721,0.280986777,818195,0.428936672,2560160,565,,,,0.294687735,0.139088069,0.296457465,-0.043424
0.201347543,133311,0.084520803,246113,0.149474921,892159,585,,,,0.017672688,-0.057377904,0.016995713,-0.003424
0.016807281,11128,0.001273755,3709,0,0,620,,,,-0.166867573,-0.140624953,-0.132479207,0.066576
0.268705048,177908,0.198567721,578202,0.096873649,578202,636,,,,0.085030194,0.056669013,-0.035605558,0.098576
0.529734449,350734,0.361349761,1052201,0.428129953,2555345,633,,,,0.346059594,0.219451054,0.295650746,0.092576
0.730890176,483918,0.365614728,1064620,0.778339549,4645613,496,,,,0.547215321,0.223716021,0.645860342,-0.181424
0.20289113,134333,0.079684381,232030,0.01636844,97697,643,,,,0.019216276,-0.062214327,-0.116110767,0.112576
0.064835205,42927,0.005896912,17171,0.003596141,21464,644,,,,-0.11883965,-0.136001796,-0.128883066,0.114576
0.01402973,9289,0.001417649,4128,0.002593899,15482,648,,,,-0.169645124,-0.140481059,-0.129885308,0.122576
0.083613505,55360,0.038023767,110720,0.073273889,437344,575,,,,-0.100061349,-0.103874941,-0.059205318,-0.023424
0.331137271,219244,0.205345856,597939,0.080144321,478351,682,,,,0.147462416,0.063447148,-0.052334886,0.190576
0.285078856,188749,0.097231223,283124,0.243501345,1453367,545,,,,0.101404002,-0.044667485,0.111022138,-0.083424
0.313437367,207525,0.168453324,490513,0.474127185,2829885,526,,,,0.129762513,0.026554616,0.341647978,-0.121424
0.068136851,45113,0.010844947,31579,0.071804538,428574,527,,,,-0.115538004,-0.131053761,-0.060674669,-0.119424
0.120987352,80105,0.082529295,240314,0.032434131,193587,629,,,,-0.062687502,-0.059369413,-0.100045077,0.084576
0.023995082,15887,0.001212282,3530,0.034898184,208294,482,,,,-0.159679772,-0.140686425,-0.097581023,-0.209424
0.554921205,367410,0.351493185,1023500,0.624363923,3726591,502,,,,0.37124635,0.209594477,0.491884716,-0.169424
0.097102526,64291,0.240860233,701352,0.011750622,70135,624,,,,-0.086572328,0.098961525,-0.120728585,0.074576
